given,family,sequence,affiliation,DOI
Hoang,My Hanh,additional,,10.12688/openreseurope.14415.1
Jaap A.R.,Koot,additional,,10.12688/openreseurope.14415.1
Johanna A.,Landsman,additional,,10.12688/openreseurope.14415.1
Sijmen A.,Reijneveld,additional,,10.12688/openreseurope.14415.1
Natascia,Andrenacci,first,,10.12688/openreseurope.14354.2
Federico,Karagulian,additional,,10.12688/openreseurope.14354.2
Antonino,Genovese,additional,,10.12688/openreseurope.14354.2
Antti Joonas,Koivisto,first,,10.12688/openreseurope.13752.1
Andrea,Spinazzè,additional,,10.12688/openreseurope.13752.1
Frederik,Verdonck,additional,,10.12688/openreseurope.13752.1
Francesca,Borghi,additional,,10.12688/openreseurope.13752.1
Jakob,Löndahl,additional,,10.12688/openreseurope.13752.1
Ismo Kalevi,Koponen,additional,,10.12688/openreseurope.13752.1
Steven,Verpaele,additional,,10.12688/openreseurope.13752.1
Michael,Jayjock,additional,,10.12688/openreseurope.13752.1
Tareq,Hussein,additional,,10.12688/openreseurope.13752.1
Jesus,Lopez de Ipiña,additional,,10.12688/openreseurope.13752.1
Susan,Arnold,additional,,10.12688/openreseurope.13752.1
Irini,Furxhi,additional,,10.12688/openreseurope.13752.1
Eric A.,Jensen,first,,10.12688/openreseurope.14246.1
Aaron M.,Jensen,additional,,10.12688/openreseurope.14246.1
Sarah,Noles,additional,,10.12688/openreseurope.14246.1
Axel,Pfleger,additional,,10.12688/openreseurope.14246.1
Matthias,Pletzer,first,,10.12688/openreseurope.13723.2
Felix,Plasser,additional,,10.12688/openreseurope.13723.2
Martina,Rimmele,additional,,10.12688/openreseurope.13723.2
Martin,Heeney,additional,,10.12688/openreseurope.13723.2
Florian,Glöcklhofer,additional,,10.12688/openreseurope.13723.2
Daniel,Huppmann,first,,10.12688/openreseurope.13633.2
Matthew J.,Gidden,additional,,10.12688/openreseurope.13633.2
Zebedee,Nicholls,additional,,10.12688/openreseurope.13633.2
Jonas,Hörsch,additional,,10.12688/openreseurope.13633.2
Robin,Lamboll,additional,,10.12688/openreseurope.13633.2
Paul N.,Kishimoto,additional,,10.12688/openreseurope.13633.2
Thorsten,Burandt,additional,,10.12688/openreseurope.13633.2
Oliver,Fricko,additional,,10.12688/openreseurope.13633.2
Edward,Byers,additional,,10.12688/openreseurope.13633.2
Jarmo,Kikstra,additional,,10.12688/openreseurope.13633.2
Maarten,Brinkerink,additional,,10.12688/openreseurope.13633.2
Maik,Budzinski,additional,,10.12688/openreseurope.13633.2
Florian,Maczek,additional,,10.12688/openreseurope.13633.2
Sebastian,Zwickl-Bernhard,additional,,10.12688/openreseurope.13633.2
Lara,Welder,additional,,10.12688/openreseurope.13633.2
Erik Francisco,Álvarez Quispe,additional,,10.12688/openreseurope.13633.2
Christopher J.,Smith,additional,,10.12688/openreseurope.13633.2
Jacob,Madsen,first,,10.12688/openreseurope.13015.2
Toma,Susi,additional,,10.12688/openreseurope.13015.2
George,Meramveliotakis,first,,10.12688/openreseurope.14313.1
George,Kosmadakis,additional,,10.12688/openreseurope.14313.1
Sotirios,Karellas,additional,,10.12688/openreseurope.14313.1
Siamak,Farshidi,first,,10.12688/openreseurope.13677.2
Xiaofeng,Liao,additional,,10.12688/openreseurope.13677.2
Na,Li,additional,,10.12688/openreseurope.13677.2
Doron,Goldfarb,additional,,10.12688/openreseurope.13677.2
Barbara,Magagna,additional,,10.12688/openreseurope.13677.2
Markus,Stocker,additional,,10.12688/openreseurope.13677.2
Keith,Jeffery,additional,,10.12688/openreseurope.13677.2
Peter,Thijsse,additional,,10.12688/openreseurope.13677.2
Christian,Pichot,additional,,10.12688/openreseurope.13677.2
Andreas,Petzold,additional,,10.12688/openreseurope.13677.2
Zhiming,Zhao,additional,,10.12688/openreseurope.13677.2
Roshni,Biswas,first,,10.12688/openreseurope.13094.2
Axel,Schiller,additional,,10.12688/openreseurope.13094.2
Chiara,Casolani,additional,,10.12688/openreseurope.13094.2
Elza,Daoud,additional,,10.12688/openreseurope.13094.2
Albi,Dode,additional,,10.12688/openreseurope.13094.2
Eleni,Genitsaridi,additional,,10.12688/openreseurope.13094.2
Laure,Jacquemin,additional,,10.12688/openreseurope.13094.2
Nuwan,Liyanage,additional,,10.12688/openreseurope.13094.2
Matheus,Lourenco,additional,,10.12688/openreseurope.13094.2
Punitkumar,Makani,additional,,10.12688/openreseurope.13094.2
Vinay,Parameshwarappa,additional,,10.12688/openreseurope.13094.2
Constanze,Riha,additional,,10.12688/openreseurope.13094.2
Jose,L Santacruz,additional,,10.12688/openreseurope.13094.2
Maryam,Shabbir,additional,,10.12688/openreseurope.13094.2
Jorge,Simoes,additional,,10.12688/openreseurope.13094.2
Natalia,Trpchevska,additional,,10.12688/openreseurope.13094.2
Stefan,Schoisswohl,additional,,10.12688/openreseurope.13094.2
Abbie,Hantgan,first,,10.12688/openreseurope.14339.1
Hiba,Babiker,additional,,10.12688/openreseurope.14339.1
Johann-Mattis,List,additional,,10.12688/openreseurope.14339.1
Mobyen Uddin,Ahmed,first,,10.12688/openreseurope.13592.1
Mir Riyanul,Islam,additional,,10.12688/openreseurope.13592.1
Shaibal,Barua,additional,,10.12688/openreseurope.13592.1
Bertil,Hök,additional,,10.12688/openreseurope.13592.1
Emma,Jonforsen,additional,,10.12688/openreseurope.13592.1
Shahina,Begum,additional,,10.12688/openreseurope.13592.1
Daniel,Spichtinger,first,,10.12688/openreseurope.13342.2
Samuel,Danzon-Chambaud,first,,10.12688/openreseurope.13096.1
Lars,Kaestner,first,,10.12688/openreseurope.13255.1
Matthias W.,Laschke,additional,,10.12688/openreseurope.13255.1
Thomas,John,additional,,10.12688/openreseurope.13255.1
Christian,Wagner,additional,,10.12688/openreseurope.13255.1
Anna,Bogdanova,additional,,10.12688/openreseurope.13255.1
Sofia,Lindström Sol,first,,10.12688/openreseurope.14147.1
Cia,Gustrén,additional,,10.12688/openreseurope.14147.1
Gustaf,Nelhans,additional,,10.12688/openreseurope.14147.1
Johan,Eklund,additional,,10.12688/openreseurope.14147.1
Jenny,Johannisson,additional,,10.12688/openreseurope.14147.1
Roger,Blomgren,additional,,10.12688/openreseurope.14147.1
Simone,Maranghi,first,,10.12688/openreseurope.13428.2
Maria Laura,Parisi,additional,,10.12688/openreseurope.13428.2
Riccardo,Basosi,additional,,10.12688/openreseurope.13428.2
Adalgisa,Sinicropi,additional,,10.12688/openreseurope.13428.2
Dimitris,ALIMISIS,first,,10.12688/openreseurope.13321.1
Paul,De Raeve,first,,10.12688/openreseurope.13231.1
Patricia M.,Davidson,additional,,10.12688/openreseurope.13231.1
Franklin A.,Shaffer,additional,,10.12688/openreseurope.13231.1
Eric,Pol,additional,,10.12688/openreseurope.13231.1
Amit Kumar,Pandey,additional,,10.12688/openreseurope.13231.1
Elizabeth,Adams,additional,,10.12688/openreseurope.13231.1
Roshni,Biswas,first,,10.12688/openreseurope.13094.1
Axel,Schiller,additional,,10.12688/openreseurope.13094.1
Chiara,Casolani,additional,,10.12688/openreseurope.13094.1
Elza,Daoud,additional,,10.12688/openreseurope.13094.1
Albi,Dode,additional,,10.12688/openreseurope.13094.1
Eleni,Genitsaridi,additional,,10.12688/openreseurope.13094.1
Laure,Jacquemin,additional,,10.12688/openreseurope.13094.1
Nuwan,Liyanage,additional,,10.12688/openreseurope.13094.1
Matheus,Lourenco,additional,,10.12688/openreseurope.13094.1
Punitkumar,Makani,additional,,10.12688/openreseurope.13094.1
Vinay,Parameshwarappa,additional,,10.12688/openreseurope.13094.1
Constanze,Riha,additional,,10.12688/openreseurope.13094.1
Jose,L Santacruz,additional,,10.12688/openreseurope.13094.1
Maryam,Shabbir,additional,,10.12688/openreseurope.13094.1
Jorge,Simoes,additional,,10.12688/openreseurope.13094.1
Natalia,Trpchevska,additional,,10.12688/openreseurope.13094.1
Stefan,Schoisswohl,additional,,10.12688/openreseurope.13094.1
Alexander,Araya López,first,,10.12688/openreseurope.13253.1
Radosław,Budzyński,first,,10.12688/openreseurope.13259.1
Dzianis,Filipchyk,additional,,10.12688/openreseurope.13259.1
Melchior,Jakubowski,additional,,10.12688/openreseurope.13259.1
Dzmitry,Marozau,additional,,10.12688/openreseurope.13259.1
Ruth Sargent,Noyes,additional,,10.12688/openreseurope.13259.1
Vika,Veličkaitė,additional,,10.12688/openreseurope.13259.1
Rubén,Arcos,first,,10.12688/openreseurope.14088.1
Manuel,Gertrudix,additional,,10.12688/openreseurope.14088.1
Cristina,Arribas,additional,,10.12688/openreseurope.14088.1
Monica,Cardarilli,additional,,10.12688/openreseurope.14088.1
Otto,Kässi,first,,10.12688/openreseurope.13639.3
Vili,Lehdonvirta,additional,,10.12688/openreseurope.13639.3
Fabian,Stephany,additional,,10.12688/openreseurope.13639.3
Martin,Anegg,first,,10.12688/openreseurope.14406.1
Julia,Prakofjewa,additional,,10.12688/openreseurope.14406.1
Raivo,Kalle,additional,,10.12688/openreseurope.14406.1
Renata,Sõukand,additional,,10.12688/openreseurope.14406.1
Andrea,Correa-Pérez,first,,10.12688/openreseurope.14290.1
Jorge de Vicente,Guijarro,additional,,10.12688/openreseurope.14290.1
Andrea,Gaetano Gil,additional,,10.12688/openreseurope.14290.1
Juan,Ocaña Jiménez,additional,,10.12688/openreseurope.14290.1
Raquel,Luengo González,additional,,10.12688/openreseurope.14290.1
David,Rigau Comas,additional,,10.12688/openreseurope.14290.1
Josefina,Bendersky,additional,,10.12688/openreseurope.14290.1
María Ximena,Rojas Reyes,additional,,10.12688/openreseurope.14290.1
María Nieves,Plana Farrás,additional,,10.12688/openreseurope.14290.1
Michael V,Westbury,first,,10.12688/openreseurope.13104.2
Ross,Barnett,additional,,10.12688/openreseurope.13104.2
Marcela,Sandoval-Velasco,additional,,10.12688/openreseurope.13104.2
Graham,Gower,additional,,10.12688/openreseurope.13104.2
Filipe Garrett,Vieira,additional,,10.12688/openreseurope.13104.2
Marc,de Manuel,additional,,10.12688/openreseurope.13104.2
Anders J,Hansen,additional,,10.12688/openreseurope.13104.2
Nobuyuki,Yamaguchi,additional,,10.12688/openreseurope.13104.2
Lars,Werdelin,additional,,10.12688/openreseurope.13104.2
Tomas,Marques-Bonet,additional,,10.12688/openreseurope.13104.2
M Thomas P,Gilbert,additional,,10.12688/openreseurope.13104.2
Eline D,Lorenzen,additional,,10.12688/openreseurope.13104.2
Sebastian,Lifka,first,,10.12688/openreseurope.13087.1
Ivan,Ponomarev,additional,,10.12688/openreseurope.13087.1
Agnes,Weth,additional,,10.12688/openreseurope.13087.1
David,Baumgartner,additional,,10.12688/openreseurope.13087.1
Bernd,Lamprecht,additional,,10.12688/openreseurope.13087.1
Werner,Baumgartner,additional,,10.12688/openreseurope.13087.1
Carlos,del Cañizo,first,,10.12688/openreseurope.13069.1
Ana Belén,Cristóbal,additional,,10.12688/openreseurope.13069.1
Luisa,Barbosa,additional,,10.12688/openreseurope.13069.1
Gema,Revuelta,additional,,10.12688/openreseurope.13069.1
Sabine,Haas,additional,,10.12688/openreseurope.13069.1
Marta,Victoria,additional,,10.12688/openreseurope.13069.1
Martin,Brocklehurst,additional,,10.12688/openreseurope.13069.1
Jennifer N.W.,Lim,first,,10.12688/openreseurope.13700.2
Kristina,Niedderer,additional,,10.12688/openreseurope.13700.2
Isabelle,Tournier,additional,,10.12688/openreseurope.13700.2
Rosa,Almeida,additional,,10.12688/openreseurope.13700.2
Dew,Harrison,additional,,10.12688/openreseurope.13700.2
Vjera,Holthoff-Detto,additional,,10.12688/openreseurope.13700.2
Geke,Ludden,additional,,10.12688/openreseurope.13700.2
Thomas,van Rompay,additional,,10.12688/openreseurope.13700.2
Mascha,van der Voort,additional,,10.12688/openreseurope.13700.2
Aleksandra,Galansinska,additional,,10.12688/openreseurope.13700.2
Tina,Smith,additional,,10.12688/openreseurope.13700.2
Raquel L.,Lasada,additional,,10.12688/openreseurope.13700.2
Yolanda A.,Bueno,additional,,10.12688/openreseurope.13700.2
Diana,Druschke,additional,,10.12688/openreseurope.13700.2
Berit,Ziebuhr,additional,,10.12688/openreseurope.13700.2
Michele,Zanasi,additional,,10.12688/openreseurope.13700.2
Giorgio,Dall'Olmo,first,,10.12688/openreseurope.14133.2
Francesco,Nencioli,additional,,10.12688/openreseurope.14133.2
Thomas,Jackson,additional,,10.12688/openreseurope.14133.2
Robert J. W.,Brewin,additional,,10.12688/openreseurope.14133.2
John A.,Gittings,additional,,10.12688/openreseurope.14133.2
Dionysios E.,Raitsos,additional,,10.12688/openreseurope.14133.2
Kelly,Achenbach,first,,10.12688/openreseurope.14318.1
Marta,Błaszczyńska,additional,,10.12688/openreseurope.14318.1
Stefano,De Paoli,additional,,10.12688/openreseurope.14318.1
Francesca,Di Donato,additional,,10.12688/openreseurope.14318.1
Suzanne,Dumouchel,additional,,10.12688/openreseurope.14318.1
Paula,Forbes,additional,,10.12688/openreseurope.14318.1
Peter,Kraker,additional,,10.12688/openreseurope.14318.1
Michela,Vignoli,additional,,10.12688/openreseurope.14318.1
Renata,Sõukand,first,,10.12688/openreseurope.13138.1
Raivo,Kalle,additional,,10.12688/openreseurope.13138.1
Michele Filippo,Fontefrancesco,additional,,10.12688/openreseurope.13138.1
Andrea,Pieroni,additional,,10.12688/openreseurope.13138.1
Camilla,Bertolini,first,,10.12688/openreseurope.14074.2
Roberto,Pastres,additional,,10.12688/openreseurope.14074.2
Alexandra,König,first,,10.12688/openreseurope.14315.1
Tally,Hatzakis,additional,,10.12688/openreseurope.14315.1
Alexey,Andrushevich,additional,,10.12688/openreseurope.14315.1
Evert-Jan,Hoogerwerf,additional,,10.12688/openreseurope.14315.1
Eliva,Vasconcelos,additional,,10.12688/openreseurope.14315.1
Carolina,Launo,additional,,10.12688/openreseurope.14315.1
Laura,Alčiauskaitė,additional,,10.12688/openreseurope.14315.1
Steven,Barbosa,additional,,10.12688/openreseurope.14315.1
Kristina,Andersen,additional,,10.12688/openreseurope.14315.1
Alicia,Gómez Sánchez,first,,10.12688/openreseurope.13923.1
Yolanda,Álvarez,additional,,10.12688/openreseurope.13923.1
Basilio,Colligris,additional,,10.12688/openreseurope.13923.1
Breandán N.,Kennedy,additional,,10.12688/openreseurope.13923.1
Tessa,Beinema,first,,10.12688/openreseurope.14279.1
Harm,op den Akker,additional,,10.12688/openreseurope.14279.1
Dennis,Hofs,additional,,10.12688/openreseurope.14279.1
Boris,van Schooten,additional,,10.12688/openreseurope.14279.1
Paranjeet,Lakhtaria,first,,10.12688/openreseurope.13812.2
Paulo,Ribeirinha,additional,,10.12688/openreseurope.13812.2
Werneri,Huhtinen,additional,,10.12688/openreseurope.13812.2
Saara,Viik,additional,,10.12688/openreseurope.13812.2
José,Sousa,additional,,10.12688/openreseurope.13812.2
Adélio,Mendes,additional,,10.12688/openreseurope.13812.2
Phoebe,Koundouri,first,,10.12688/openreseurope.14300.1
Nikitas,Pittis,additional,,10.12688/openreseurope.14300.1
Panagiotis,Samartzis,additional,,10.12688/openreseurope.14300.1
Nikolaos,Englezos,additional,,10.12688/openreseurope.14300.1
Andreas,Papandreou,additional,,10.12688/openreseurope.14300.1
Christopher A.,Emerling,first,,10.12688/openreseurope.13795.1
Mark S.,Springer,additional,,10.12688/openreseurope.13795.1
John,Gatesy,additional,,10.12688/openreseurope.13795.1
Zachary,Jones,additional,,10.12688/openreseurope.13795.1
Deana,Hamilton,additional,,10.12688/openreseurope.13795.1
David,Xia-Zhu,additional,,10.12688/openreseurope.13795.1
Matt,Collin,additional,,10.12688/openreseurope.13795.1
Frédéric,Delsuc,additional,,10.12688/openreseurope.13795.1
Oskar,Ronan,first,,10.12688/openreseurope.14378.2
Clive,Downing,additional,,10.12688/openreseurope.14378.2
Valeria,Nicolosi,additional,,10.12688/openreseurope.14378.2
Eric A.,Jensen,first,,10.12688/openreseurope.14232.1
Edurne,Elorza,first,,10.12688/openreseurope.13288.2
Ibon,Aranberri,additional,,10.12688/openreseurope.13288.2
Xiangming,Zhou,additional,,10.12688/openreseurope.13288.2
Gediminas,Kastiukas,additional,,10.12688/openreseurope.13288.2
Juan Antonio,Alduncin,additional,,10.12688/openreseurope.13288.2
Manuel,Bailera,first,,10.12688/openreseurope.14275.1
Takao,Nakagaki,additional,,10.12688/openreseurope.14275.1
Ryoma,Kataoka,additional,,10.12688/openreseurope.14275.1
Sebastian,Sterl,first,,10.12688/openreseurope.13392.2
Albertine,Devillers,additional,,10.12688/openreseurope.13392.2
Celray James,Chawanda,additional,,10.12688/openreseurope.13392.2
Ann,van Griensven,additional,,10.12688/openreseurope.13392.2
Wim,Thiery,additional,,10.12688/openreseurope.13392.2
Daniel,Russo,additional,,10.12688/openreseurope.13392.2
Ana,Foles,first,,10.12688/openreseurope.14301.1
Luís,Fialho,additional,,10.12688/openreseurope.14301.1
Pedro,Horta,additional,,10.12688/openreseurope.14301.1
Manuel,Collares-Pereira,additional,,10.12688/openreseurope.14301.1
Simone,Maranghi,first,,10.12688/openreseurope.13428.1
Maria Laura,Parisi,additional,,10.12688/openreseurope.13428.1
Riccardo,Basosi,additional,,10.12688/openreseurope.13428.1
Adalgisa,Sinicropi,additional,,10.12688/openreseurope.13428.1
Sophie L.,Baartman,first,,10.12688/openreseurope.13875.2
Maarten C.,Krol,additional,,10.12688/openreseurope.13875.2
Thomas,Röckmann,additional,,10.12688/openreseurope.13875.2
Shohei,Hattori,additional,,10.12688/openreseurope.13875.2
Kazuki,Kamezaki,additional,,10.12688/openreseurope.13875.2
Naohiro,Yoshida,additional,,10.12688/openreseurope.13875.2
Maria Elena,Popa,additional,,10.12688/openreseurope.13875.2
Eric A.,Jensen,first,,10.12688/openreseurope.14205.1
Mark,Reed,additional,,10.12688/openreseurope.14205.1
Aaron M.,Jensen,additional,,10.12688/openreseurope.14205.1
Alexander,Gerber,additional,,10.12688/openreseurope.14205.1
Giovanni,Di Pino,first,,10.12688/openreseurope.13641.2
Alessandro,Mioli,additional,,10.12688/openreseurope.13641.2
Claudia,Altamura,additional,,10.12688/openreseurope.13641.2
Marco,D'Alonzo,additional,,10.12688/openreseurope.13641.2
Nikitas,Pittis,first,,10.12688/openreseurope.13196.1
Phoebe,Koundouri,additional,,10.12688/openreseurope.13196.1
Panagiotis,Samartzis,additional,,10.12688/openreseurope.13196.1
Nikolaos,Englezos,additional,,10.12688/openreseurope.13196.1
Andreas,Papandreou,additional,,10.12688/openreseurope.13196.1
Irene,Buselli,first,,10.12688/openreseurope.14040.2
Luca,Oneto,additional,,10.12688/openreseurope.14040.2
Carlo,Dambra,additional,,10.12688/openreseurope.14040.2
Christian,Verdonk Gallego,additional,,10.12688/openreseurope.14040.2
Miguel,García Martínez,additional,,10.12688/openreseurope.14040.2
Anthony,Smoker,additional,,10.12688/openreseurope.14040.2
Nnenna,Ike,additional,,10.12688/openreseurope.14040.2
Tamara,Pejovic,additional,,10.12688/openreseurope.14040.2
Patricia,Ruiz Martino,additional,,10.12688/openreseurope.14040.2
Darren,Leniston,first,,10.12688/openreseurope.14115.1
David,Ryan,additional,,10.12688/openreseurope.14115.1
Clem,Power,additional,,10.12688/openreseurope.14115.1
Paul,Hayes,additional,,10.12688/openreseurope.14115.1
Steven,Davy,additional,,10.12688/openreseurope.14115.1
Mario,Garcia-Lechuga,first,,10.12688/openreseurope.13073.1
David,Grojo,additional,,10.12688/openreseurope.13073.1
Jiangrong,Wang,first,,10.12688/openreseurope.13398.1
K. Miriam,Elfström,additional,,10.12688/openreseurope.13398.1
Christer,Borgfeldt,additional,,10.12688/openreseurope.13398.1
Joakim,Dillner,additional,,10.12688/openreseurope.13398.1
Fred,Sanders,first,,10.12688/openreseurope.13125.1
Hugo,Sanders,additional,,10.12688/openreseurope.13125.1
Karen,Jonkers,additional,,10.12688/openreseurope.13125.1
John,McGuire,first,,10.12688/openreseurope.13726.1
Diana,Süsser,first,,10.12688/openreseurope.13683.2
Andrzej,Ceglarz,additional,,10.12688/openreseurope.13683.2
Vassilis,Stavrakas,additional,,10.12688/openreseurope.13683.2
Johan,Lilliestam,additional,,10.12688/openreseurope.13683.2
Elias,Liarte,first,,10.12688/openreseurope.13716.2
Valentina,Zambrano,additional,,10.12688/openreseurope.13716.2
Leticia,A. Gracia,additional,,10.12688/openreseurope.13716.2
José Ignacio,Amor,additional,,10.12688/openreseurope.13716.2
Marcos,Borro,additional,,10.12688/openreseurope.13716.2
Belén,Hernández-Gascón,additional,,10.12688/openreseurope.13716.2
Charlotte Eloise,Stancioff,first,,10.12688/openreseurope.13271.1
Laila Māra,Pesoa,additional,,10.12688/openreseurope.13271.1
Plamen,Penev,additional,,10.12688/openreseurope.13271.1
Karine,Jegiazarjana,additional,,10.12688/openreseurope.13271.1
Hannah,van Alebeek,first,,10.12688/openreseurope.13241.3
Sercan,Kahveci,additional,,10.12688/openreseurope.13241.3
Jens,Blechert,additional,,10.12688/openreseurope.13241.3
Hiroko,Costantini,first,,10.12688/openreseurope.13853.1
Misato,Nihei,additional,,10.12688/openreseurope.13853.1
Tomoyuki,Ueno,additional,,10.12688/openreseurope.13853.1
Ariadna,Auladell-Rispau,first,,10.12688/openreseurope.14044.1
Josefina,Bendersky,additional,,10.12688/openreseurope.14044.1
Angie,Santafe,additional,,10.12688/openreseurope.14044.1
Cecilia,Buchanan,additional,,10.12688/openreseurope.14044.1
David,Rigau,additional,,10.12688/openreseurope.14044.1
Francisca,Verdugo,additional,,10.12688/openreseurope.14044.1
Camila,Ávila,additional,,10.12688/openreseurope.14044.1
Pablo,Alonso,additional,,10.12688/openreseurope.14044.1
Gerard,Urrutia,additional,,10.12688/openreseurope.14044.1
Gabriel,Rada,additional,,10.12688/openreseurope.14044.1
María Ximena,Rojas-Reyes,additional,,10.12688/openreseurope.14044.1
Jennifer N.W.,Lim,first,,10.12688/openreseurope.13700.1
Kristina,Niedderer,additional,,10.12688/openreseurope.13700.1
Isabelle,Tournier,additional,,10.12688/openreseurope.13700.1
Rosa,Almeida,additional,,10.12688/openreseurope.13700.1
Dew,Harrison,additional,,10.12688/openreseurope.13700.1
Vjera,Holthoff-Detto,additional,,10.12688/openreseurope.13700.1
Geke,Ludden,additional,,10.12688/openreseurope.13700.1
Thomas,van Rompay,additional,,10.12688/openreseurope.13700.1
Mascha,van der Voort,additional,,10.12688/openreseurope.13700.1
Aleksandra,Galansinska,additional,,10.12688/openreseurope.13700.1
Tina,Smith,additional,,10.12688/openreseurope.13700.1
Raquel L.,Lasada,additional,,10.12688/openreseurope.13700.1
Yolanda A.,Bueno,additional,,10.12688/openreseurope.13700.1
Diana,Druschke,additional,,10.12688/openreseurope.13700.1
Berit,Ziebuhr,additional,,10.12688/openreseurope.13700.1
Michele,Zanasi,additional,,10.12688/openreseurope.13700.1
Aldo,Valencia,first,,10.12688/openreseurope.14148.1
Alison,Pearce,additional,,10.12688/openreseurope.14148.1
Martin,Ryan,additional,,10.12688/openreseurope.14148.1
Charilaos,Papaevangelou,first,,10.12688/openreseurope.13358.1
Rasim,Unan,first,,10.12688/openreseurope.13317.2
Ilyas,Deligoz,additional,,10.12688/openreseurope.13317.2
Kassim,Al-Khatib,additional,,10.12688/openreseurope.13317.2
Husrev,Mennan,additional,,10.12688/openreseurope.13317.2
Raphaël,Aussenac,first,,10.12688/openreseurope.13671.2
Thomas,Pérot,additional,,10.12688/openreseurope.13671.2
Mathieu,Fortin,additional,,10.12688/openreseurope.13671.2
Francois,de Coligny,additional,,10.12688/openreseurope.13671.2
Jean-Matthieu,Monnet,additional,,10.12688/openreseurope.13671.2
Patrick,Vallet,additional,,10.12688/openreseurope.13671.2
Marco,Buechele,first,,10.12688/openreseurope.14198.1
Helene,Lutz,additional,,10.12688/openreseurope.14198.1
Florian,Knaus,additional,,10.12688/openreseurope.14198.1
Alexander,Reichhold,additional,,10.12688/openreseurope.14198.1
Robbie,Venderbosch,additional,,10.12688/openreseurope.14198.1
Wolfgang,Vollnhofer,additional,,10.12688/openreseurope.14198.1
Otto,Kässi,first,,10.12688/openreseurope.13639.4
